t044r28w4fi01,1859
t044r28w4fl02,1911
t044r28w4fl03,1982
t044r29w4fi01,1857
t044r30w4fi01,1857
t044r31w4fi01,1857
t044r31w4fi02,1858
t044r32w4fi01,1880
t044r32w4fi02,1858
t044r32w4fi03,1880
t044r32w4fi04,1858
t045r15w4fi01,1860
t045r16w4fi01,1860
t045r17w4fi01,1870
t045r18w4fi01,1870
t045r19w4fi01,1867
t045r20w4fi01,1871
t045r21w4fi01,1871
t045r22w4fi01,1872
t045r23w4fi01,1872
t045r24w4fi01,1861
t045r25w4fi01,1860
t045r26w4fi01,1859
t045r27w4fi01,1898
t045r27w4fl02,1898
t045r27w4fl03,1927
t045r28w4fi01,1859
t045r28w4fl02,1938
t045r28w4fl03,1901
t045r29w4fi01,1859
t045r29w4fl02,1903
t045r30w4fi01,1859
t045r31w4fi01,1881
t046r15w4fi01,1858
t046r16w4fi01,1858
t046r17w4fi01,1859
t046r18w4fi01,1859
t046r19w4fi01,1859
t046r19w4fl02,1964
t046r20w4fi01,1871
t046r21w4fi01,1870
t046r22w4fi01,1872
t046r23w4fi01,1872
t046r24w4fi01,1871
t046r25w4fi01,1871
t046r25w4fl02,1905
t046r26w4fi01,1871
t046r26w4fl02,1901
t046r26w4fl03,1958
t046r27w4fi01,1871
t046r27w4fl02,1929
t046r27w4fl03,1924
t046r27w4fl04,1982
t046r27w4fl05,1982
t046r27w4fl06,1908
t046r28w4fi01,1872
t046r29w4fi01,1870
t046r30w4fi01,1870
t047r15w4fi01,1858
t047r16w4fi01,1858
t047r17w4fi01,1859
t047r18w4fi01,1859
t047r19w4fi01,1859
t047r20w4fi01,1871
t047r20w4fm02,1926
t047r20w4fs02,1926
t047r21w4fi01,1871
t047r22w4fi01,1871
t047r23w4fi01,1871
t047r24w4fi01,1871
t047r24w4fl02,1922
t047r25w4fi01,1871
t047r26w4fi01,1871
t047r27w4fi01,1871
t047r27w4fl02,1908
t047r28w4fi01,1871
t047r28w4fl02,1915
t047r28w4fl03,1913
t047r29w4fi01,1872
t047r29w4fl02,2000
t047r30w4fi01,1872
t048r15w4fi01,1858
t048r15w4fi02,1857
t048r15w4fm03,1857
t048r16w4fi01,1858
t048r16w4fl02,1989
t048r16w4fl05,1989
t048r16w4fl07,1989
t048r16w4fl09,1989
t048r16w5fl03,1988
t048r16w5fl04,1988
t048r16w5fl06,1988
t048r16w5fl08,1988
t048r17w4fd02,1982
t048r17w4fd03,1981
t048r17w4fi01,1861
t048r17w4fs04,1904
t048r18w4fd02,1982
t048r18w4fi01,1861
t048r19w4fd02,1982
t048r19w4fi01,1871
t048r20w4fi01,1871
t048r20w4fl02,1934
t048r21w4fi01,1873
t048r22w4fi01,1873
t048r23w4fi01,1871
t048r24w4fi01,1871
t048r25w4fi01,1865
t048r26w4fi01,1865
t048r27w4fi01,1865
t049r13w4fi01,1857
t049r14w4fi01,1857
t049r15w4fi01,1857
t049r16w4fi01,1868
t049r16w4fl02,1901
t049r17w4fd02,1981
t049r17w4fi01,1868
t049r17w4fs03,1921
t049r17w4fs04,1914
t049r17w4fs05,1912
t049r17w4fs06,1918
t049r18w4fd02,1974
t049r18w4fd03,1981
t049r18w4fd04,1981
t049r18w4fi01,1871
t049r19w4fd02,1982
t049r19w4fi01,1871
t049r20w4fi01,1871
t049r21w4fi01,1873
t049r22w4fi01,1873
t049r22w4fl02,1927
t049r22w4fl03,1956
t049r23w4fi01,1874
t049r23w4fl02,1925
t049r24w4fi01,1871
t049r25w4fi01,1871
t049r26w4fi01,1868
t049r27w4fi01,1868
t050r13w4fi01,1857
t050r14w4fi01,1857
t050r15w4fi01,1857
t050r16w4fi01,1871
t050r17w4fd02,1982
t050r17w4fd03,1987
t050r17w4fi01,1871
t050r18w4fd02,1982
t050r18w4fd03,1981
t050r18w4fi01,1871
t050r19w4fd02,1982
t050r19w4fi01,1873
t050r19w4fi03,1875
t050r20w4fi01,1875
t050r20w4fl02,1952
t050r21w4fi01,1874
t050r22w4fi01,1875
t050r23w4fi01,1874
t050r23w4fl02,1925
t050r24w4fi01,1871
t050r25w4fi01,1871
t050r26w4fi01,1868
t050r27w4fi01,1868
t050r27w4fl02,1920
t051r12w4fi01,1857
t051r13w4fi01,1857
t051r14w4fi01,1858
t051r15w4fi01,1857
t051r16w4fi01,1870
t051r17w4fi01,1871
t051r18w4fd02,1982
t051r18w4fi01,1871
t051r19w4fd04,1982
t051r19w4fi01,1874
t051r19w4fi03,1875
t051r19w4fs02,1915
t051r20w4fi01,1874
t051r21w4fi01,1874
t051r22w4fi01,1875
t051r23w4fi01,1874
t051r24w4fi01,1874
t051r25w4fi01,1874
t051r26w4fi01,1868
t051r27w4fi01,1868
t052r10w4fi01,1857
t052r11w4fi01,1857
t052r12w4fi01,1857
t052r13w4fi01,1858
t052r14w4fi02,1858
t052r14w4fl01,1927
t052r15w4fi01,1858
t052r15w4fl02,1920
t052r16w4fi01,1871
t052r17w4fi01,1871
t052r18w4fi01,1870
t052r19w4fi01,1874
t052r20w4fi01,1874
t052r21w4fi01,1874
t052r22w4fi01,1875
t052r23w4fi01,1874
t052r24w4fi01,1874
t052r25w4fi01,1872
t052r26w4fi01,1869
t052r27w4fi01,1869
t053r09w4fi01,1857
t053r10w4fi01,1857
t053r11w4fi01,1858
t053r12w4fi01,1858
t053r13w4fi01,1858
t053r13w4fl02,1922
t053r14w4fi01,1858
t053r14w4fl02,1918
t053r15w4fi01,1857
t053r16w4fi01,1871
t053r17w4fi01,1871
t053r18w4fi01,1871
t053r19w4fi01,1874
t053r20w4fi01,1874
t053r21w4fi01,1874
t053r22w4fi01,1874
t053r23w4fi01,1874
t053r24w4fi01,1874
t053r25w4fi01,1878
t053r26w4fi01,1869
t053r27w4fi01,1870
t054r08w4fi01,1859
t054r09w4fi01,1859
t054r10w4fi01,1858
t054r11w4fi01,1858
t054r11w4fl02,1918
t054r11w4fl03,1940
t054r12w4fi01,1871
t054r12w4fl02,1936
t054r13w4fi01,1871
t054r14w4fi01,1870
t054r15w4fi01,1871
t054r15w4fl02,1932
t054r16w4fi01,1881
t054r16w4fm02,1881
t054r16w4fs03,1924
t054r17w4fi01,1881
t054r17w4fm02,1881
t054r18w4fi01,1876
t054r19w4fi01,1876
t054r20w4fi01,1875
t054r21w4fi01,1876
t054r22w4fi01,1873
t054r23w4fi01,1875
t054r24w4fi01,1868
t054r25w4fi02,1868
t054r25w4fl01,1925
t054r26w4fi01,1868
t054r26w4fs02,1958
t054r27w4fi01,1870
t055r07w4fi01,1859
t055r08w4fi01,1859
t055r08w4fl02,1947
t055r09w4fi01,1859
t055r10w4fi01,1882
t055r11w4fi01,1882
t055r12w4fi01,1871
t055r13w4fi01,1871
t055r14w4fi01,1870
t055r15w4fi01,1871
t055r15w4fi02,1871
t055r16w4fi01,1881
t055r16w4fl03,1926
t055r16w4fm02,1881
t055r17w4fi01,1880
t055r18w4fi01,1875
t055r19w4fi01,1876
t055r20w4fi01,1875
t055r21w4fi01,1875
t055r22w4fi01,1873
t055r23w4fi01,1873
t055r24w4fi01,1870
t055r25w4fi01,1868
t055r26w4fi01,1868
t055r26w4fs02,1958
t055r27w4fi01,1870
t056r07w4fi01,1859
t056r07w4fl02,1951
t056r08w4fi01,1859
t056r09w4fi01,1892
t056r10w4fi01,1892
t056r11w4fi01,1892
t056r12w4fi01,1871
t056r13w4fi01,1871
t056r14w4fi01,1870
t056r15w4fi01,1871
t056r16w4fi01,1884
t056r17w4fi01,1876
t056r18w4fi01,1876
t056r19w4fi01,1876
t056r20w4fi01,1875
t056r21w4fi01,1875
t056r22w4fi01,1873
t056r23w4fi01,1873
t056r24w4fi01,1870
t056r25w4fi01,1869
t056r26w4fi01,1870
t056r26w4fl02,1926
t056r26w4fl03,1956
t056r26w4fl04,1956
t056r26w4fl05,1959
t056r27w4fi01,1870
t057r06w4fi01,1859
t057r07w4fi01,1859
t057r08w4fi01,1902
t057r09w4fi01,1906
t057r10w4fi01,1906
t057r11w4fi01,1881
t057r12w4fi01,1881
t057r13w4fi01,1881
t057r14w4fi01,1879
t057r15w4fi01,1878
t057r16w4fi01,1878
t057r17w4fi01,1890
t057r17w4fi02,1905
t057r18w4fi01,1876
t057r19w4fi01,1876
t057r19w4fs02,1919
t057r20w4fi01,1876
t057r21w4fi01,1874
t057r22w4fi01,1873
t057r23w4fi01,1873
t057r24w4fi01,1874
t057r25w4fi01,1873
t057r25w4fl02,1927
t057r26w4fi01,1873
t057r26w4fl02,1926
t057r26w4fl03,1956
t057r27w4fi01,1875
t058r04w4fi01,1859
t058r05w4fi01,1859
t058r06w4fi01,1859
t058r07w4fi01,1903
t058r07w4fo02,1959
t058r08w4fi01,1903
t058r09w4fi01,1906
t058r10w4fi01,1895
t058r10w4fl02,1934
t058r11w4fi01,1894
t058r12w4fi01,1882
t058r13w4fi01,1881
t058r14w4fi01,1879
t058r14w4fl02,1902
t058r14w4fl03,1934
t058r14w4fl04,1934
t058r15w4fi01,1878
t058r15w4fl02,1934
t058r16w4fi01,1879
t058r16w4fl02,1905
t058r16w4fl04,1926
t058r16w4fs03,1920
t058r17w4fi01,1879
t058r17w4fl02,1906
t058r17w4hi03,1901
t058r18w4fi01,1882
t058r18w4fl02,1926
t058r19w4fi01,1882
t058r20w4fi01,1875
t058r20w4fl02,1982
t058r21w4fi01,1875
t058r22w4fi01,1875
t058r23w4fi01,1874
t058r24w4fi01,1874
t058r24w4fl02,1956
t058r25w4fi01,1873
t058r26w4fi01,1873
t058r26w4fl02,1926
t058r26w4fl03,1916
t058r27w4fi01,1875
t059r03w4fi01,1859
t059r04w4fi01,1859
t059r05w4fi01,1859
t059r06w4fi01,1882
t059r06w4fl02,1912
t059r07w4fi01,1882
t059r08w4fi01,1892
t059r09w4fi01,1898
t059r10w4fi01,1898
t059r11w4fi01,1896
t059r12w4fi01,1882
t059r13w4fi01,1874
t059r14w4fi01,1874
t059r15w4fi01,1879
t059r15w4fl02,1945
t059r16w4fi01,1879
t059r17w4fi01,1882
t059r18w4fi01,1882
t059r19w4fi01,1882
t059r20w4fi01,1875
t059r21w4fi01,1875
t059r21w4fl02,1915
t059r21w4fl03,1950
t059r21w4fl04,1968
t059r22w4fi01,1875
t059r23w4fi01,1875
t059r24w4fi01,1875
t059r24w4fl02,1924
t059r24w4fl03,1936
t059r25w4fi01,1875
t059r25w4fl02,2000
t059r25w4fl03,1930
t059r26w4fi01,1875
t059r26w4fi06,1979
t059r26w4fl02,1905
t059r26w4fl03,1913
t059r26w4fl04,1917
t059r26w4fl05,1943
t059r27w4fi01,1907
t060r01w4fi01,1860
t060r02w4fi01,1860
t060r03w4fi01,1860
t060r03w4fl02,1928
t060r04w4ff02,1911
t060r04w4ff04,1911
t060r04w4fi01,1911
t060r04w4fs03,1963
t060r05w4fi01,1911
t060r06w4fi01,1882
t060r07w4fi01,1897
t060r08w4fi01,1894
t060r09w4fi01,1892
t060r10w4fi01,1892
t060r11w4fi01,1896
t060r12w4fi01,1872
t060r13w4fi01,1872
t060r14w4fi01,1882
t060r15w4fi01,1883
t060r16w4fi01,1883
t060r17w4fi01,1883
t060r18w4fd03,1942
t060r18w4fi01,1882
t060r18w4fl02,1910
t060r19w4fi01,1891
t060r20w4fi01,1884
t060r21w4fi02,1902
t060r21w4fl01,1902
t060r21w4fl03,1902
t060r21w4fl04,1927
t060r22w4fi01,1902
t060r23w4fi01,1884
t060r24w4fi01,1896
t060r25w4fi01,1883
t060r25w4fl02,1928
t060r25w4fl03,1930
t060r26w4fi01,1876
t060r27w4fi01,1907
t060r27w4fl02,1907
t061r01e4fi01,1860
t061r01w4fd02,1941
t061r01w4fi01,1860
t061r02e4fi01,1860
t061r02w4fd02,1981
t061r02w4fd03,0
t061r02w4fi01,1860
t061r03e4fi01,1860
t061r03w4fi01,1884
t061r04w4fi01,1893
t061r05w4fi01,1899
t061r06w4fi01,1907
t061r07w4fi01,1907
t061r08w4fi01,1911
t061r09w4fi01,1911
t061r10w4fi01,1911
t061r11w4fi01,1904
t061r11w4fs02,2001
t061r11w4fs03,2000
t061r12w4fi01,1884
t061r12w4fs02,2000
t061r13w4fi01,1884
t061r14w4fi01,1884
t061r14w4fl02,1981
t061r15w4fi01,1883
t061r16w4fi01,1912
t061r16w4fi02,1882
t061r17w4fi01,1884
t061r18w4fi01,1884
t061r19w4fi01,1884
t061r20w4fi01,1884
t061r21w4fi01,1884
t061r22w4fi01,1884
t061r23w4fi01,1893
t061r24w4fi01,1893
t061r24w4fl02,1959
t061r25w4fi01,1892
t061r26w4fi01,1897
t061r27w4fi01,1900
t062r01e4fd02,1981
t062r01e4fi01,1880
t062r01e4fl05,1951
t062r01e4fo03,1982
t062r01e4fo04,1982
t062r01e4fo06,1982
t062r01e4fo07,1982
t062r01e4fo08,1982
t062r01w4fi01,1882
t062r01w4fl03,1934
t062r01w4fs02,1952
t062r02e4fd02,1931
t062r02e4fi01,1860
t062r02w4fd02,1942
t062r02w4fi01,1884
t062r03e4fi01,1860
t062r03w4fi01,1884
t062r04e4fi01,1879
t062r04w4fi01,1893
t062r05e4fi01,1894
t062r05e4fi02,1893
t062r05e4fs03,1920
t062r05w4fi01,1899
t062r06w4fi01,1907
t062r07w4fi01,1907
t062r08w4fi01,1885
t062r09w4fi01,1886
t062r10w4fi01,1895
t062r11w4fi01,1885
t062r11w4fo02,1979
t062r12w4fi01,1885
t062r13w4fi01,1881
t062r14w4fi01,1880
t062r14w4fl03,1902
t062r14w4fl04,1902
t062r14w4fm02,1880
t062r15w4fi01,1880
t062r15w4fl02,1920
t062r15w4fl03,1981
t062r15w4fl04,1981
t062r15w4fl05,1981
t062r16w4fi01,1882
t062r16w4fl02,1920
t062r16w4fl03,1918
t062r16w4fl04,1924
t062r16w4fl05,1928
t062r16w4fl06,1934
t062r16w4fl07,1981
t062r16w4fl08,1981
t062r16w4fl09,1981
t062r16w4fl10,1981
t062r17w4fi01,1885
t062r17w4fl02,1926
t062r17w4fl03,1928
t062r17w4fl04,1981
t062r18w4fi01,1897
t062r19w4fi01,1904
t062r20w4fi01,1904
t062r21w4fi01,1904
t062r22w4fi01,1884
t062r23w4fi01,1902
t062r23w4fl02,1902
t062r23w4fl03,1998
t062r24w4fi01,1882
t062r24w4fl02,1932
t062r25w4fi01,1896
t062r25w4fl02,1959
t062r26w4fi01,1901
t062r27w4fi01,1901
t063r01e4fd02,1927
t063r01e4fd03,1927
t063r01e4fi01,1880
t063r01e4fs04,1927
t063r01w4fi01,1876
t063r02e4fd02,1932
t063r02e4fi01,1880
t063r02w4fi01,1884
t063r03e4fi01,1880
t063r03e4fl02,1928
t063r03w4fi01,1884
t063r04e4fd02,1997
t063r04e4fi01,1880
t063r04e4fi03,1893
t063r04w4fi01,1885
t063r05e4fi01,1893
t063r05e4fi03,1880
t063r05e4fs02,1920
t063r05w4fi01,1885
t063r06e4fd04,1981
t063r06e4fi01,1859
t063r06e4fi02,1893
t063r06e4fs03,1920
t063r06w4fi01,1885
t063r07e4fi01,1859
t063r07e4fl02,1983
t063r07w4fi01,1886
t063r08w4fi01,1885
t063r09w4fi01,1886
t063r10w4fi01,1885
t063r11w4fi01,1885
t063r11w4fl02,1926
t063r11w4fl03,1966
t063r12w4fi01,1881
t063r12w4fm02,1881
t063r13w4fi01,1881
t063r13w4fl02,1926
t063r13w4fl03,1902
t063r13w4fl04,1922
t063r13w4fl05,1924
t063r13w4fl06,1924
t063r13w4fl07,1922
t063r13w4fl08,1924
t063r14w4fd03,1964
t063r14w4fi01,1890
t063r14w4fl02,1926
t063r15w4fi01,1884
t063r15w4fl02,1922
t063r15w4fl03,1931
t063r15w4fl04,1936
t063r16w4fi01,1882
t063r16w4fl02,1922
t063r16w4fl03,1924
t063r16w4fl04,1920
t063r17w4fi01,1884
t063r17w4fl02,1918
t063r17w4fl03,1924
t063r17w4fl04,1924
t063r17w4fl05,1924
t063r17w4fl06,1924
t063r17w4fl07,1957
t063r17w4fl08,1981
t063r17w4fl09,1981
t063r17w4fl10,1981
t063r18w4fi01,1884
t063r18w4fl02,1924
t063r18w4fl03,1922
t063r18w4fl04,1927
t063r18w4fl05,1924
t063r18w4fl06,1924
t063r18w4fl07,1981
t063r18w4fl08,1981
t063r18w4fl09,1915
t063r18w4fl10,1918
t063r19w4fi01,1882
t063r20w4fi01,1892
t063r21w4fi01,1906
t063r22w4fi01,1906
t063r23w4fi01,1882
t063r24w4fi01,1882
t063r25w4fi01,1895
t063r26w4fi01,1897
t063r27w4fi01,1901
t064r01e4fi01,1876
t064r01e4fl02,1937
t064r01w4fd02,1934
t064r01w4fd03,1934
t064r01w4fd04,1934
t064r01w4fd05,1934
t064r01w4fi01,1884
t064r02e4fd02,1941
t064r02e4fd03,1941
t064r02e4fi01,1877
t064r02w4fi01,1884
t064r03e4fd02,1942
t064r03e4fd03,1942
t064r03e4fd04,1942
t064r03e4fd05,1942
t064r03e4fd07,1942
t064r03e4fi01,1877
t064r03e4fs06,1943
t064r03w4fi01,1884
t064r04e4fd04,1943
t064r04e4fi01,1880
t064r04e4fi02,1893
t064r04e4fs03,1920
t064r04w4fi01,1883
t064r05e4fd02,1997
t064r05e4fi01,1893
t064r05e4fs03,1920
t064r05w4fi01,1884
t064r06e4fd05,1981
t064r06e4fi01,1893
t064r06e4fi02,1859
t064r06e4fl04,1983
t064r06e4fs03,1920
t064r06w4fi01,1880
t064r07e4fi01,1859
t064r07e4fl03,1983
t064r07e4fl04,1983
t064r07e4fl05,1983
t064r07e4fs06,1982
t064r07e4hd02,1981
t064r07w4fd02,1912
t064r07w4fi01,1880
t064r07w4fl03,1931
t064r08w4fi01,1880
t064r08w4fl02,1903
t064r08w4fl03,1930
t064r09w4fd03,1950
t064r09w4fd04,1950
t064r09w4fd05,1950
t064r09w4fd06,1950
t064r09w4fi07,1880
t064r09w4fl01,1924
t064r09w4fl02,1930
t064r10w4fi01,1880
t064r10w4fl01,1924
t064r10w4fl02,1924
t064r10w4fl03,1928
t064r10w4fl04,1931
t064r11w4fi01,1880
t064r11w4fl02,1931
t064r12w4fi01,1891
t064r13w4fi01,1890
t064r13w4fl02,1922
t064r14w4fi01,1895
t064r15w4fi02,1885
t064r15w4fl01,1931
t064r16w4fi01,1885
t064r16w4fl02,1931
t064r17w4fi01,1891
t064r18w4fi01,1892
t064r18w4fl02,1920
t064r18w4fl03,1960
t064r18w4fl04,1931
t064r18w4fl05,1981
t064r18w4fl06,1981
t064r19w4fi01,1895
t064r19w4fl02,1957
t064r20w4fd02,1982
t064r20w4fi01,1883
t064r20w4fl03,1913
t064r20w4fl04,1930
t064r20w4fl05,1928
t064r20w4fl06,1924
t064r21w4fd03,1982
t064r21w4fi01,1883
t064r21w4fi02,1894
t064r21w4fl04,1915
t064r22w4fd03,1982
t064r22w4fi01,1894
t064r22w4fi02,1894
t064r23w4fi01,1894
t064r23w4fi02,1894
t064r24w4fi01,1883
t064r24w4fi02,1893
t064r25w4fi01,1898
t064r26w4fi01,1902
t064r27w4fi01,1902
t065r01e4fd02,1939
t065r01e4fd03,1939
t065r01e4fi01,1877
t065r01w4fd02,1939
t065r01w4fi01,1877
t065r02e4fd02,1940
t065r02e4fd03,1940
t065r02e4fi01,1876
t065r02w4fi01,1877
t065r03e4fd02,1951
t065r03e4fd03,1943
t065r03e4fi01,1875
t065r03w4fi01,1877
t065r03w4fl02,1926
t065r04w4fi01,1878
t065r05w4fi01,1884
t065r06w4fi01,1878
t065r06w4fl02,1931
t065r07w4fi01,1879
t065r07w4fl02,1931
t065r07w4fl03,1928
t065r08w4fi01,1880
t065r09w4fd01,1950
t065r09w4fi03,1880
t065r09w4fl02,1928
t065r10w4fi01,1880
t065r10w4fl02,1931
t065r11w4fi01,1880
t065r11w4fl02,1929
t065r12w4fi01,1900
t065r12w4fs02,1925
t065r13w4fi01,1900
t065r14w4fi01,1894
t065r15w4fi01,1911
t065r16w4fi01,1896
